<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.28	98021.62	98303.81	97886.68	98293.88	86270	0	42
2024.05.29	98293.85	98324.28	97481.69	97632.60	86400	0	42
2024.05.30	97632.57	97823.47	97486.06	97766.91	86372	0	42
2024.05.31	97766.88	98031.69	97752.75	97905.67	86400	0	42
2024.06.01	97905.64	97993.94	97739.66	97845.19	86399	0	42
2024.06.02	97845.16	98203.92	97807.62	98011.35	86399	0	42
2024.06.03	98011.32	98210.00	97805.17	97852.05	86400	0	42
2024.06.04	97852.02	98267.22	97725.36	98205.68	86399	0	42
2024.06.05	98205.65	98284.71	97943.66	98208.34	86400	0	42
2024.06.06	98208.31	98541.58	98118.71	98486.65	86399	0	42
2024.06.07	98486.62	98687.56	97984.29	97996.27	86400	0	42
2024.06.08	97996.24	98127.85	97684.97	97697.11	86400	0	42
2024.06.09	97697.08	97753.02	97193.73	97201.51	86245	0	42
2024.06.10	97201.48	97299.31	96948.65	96948.65	86400	0	42
2024.06.11	96948.62	97060.85	96593.54	96693.44	86399	0	42
2024.06.12	96693.41	96809.84	96276.94	96301.69	86248	0	42
2024.06.13	96301.66	96727.00	96279.99	96547.08	86204	0	42
2024.06.14	96547.05	96686.20	96217.94	96247.62	86099	0	42
2024.06.15	96247.59	96448.55	96134.35	96342.08	86400	0	42
2024.06.16	96342.05	96485.52	96149.47	96432.12	86329	0	42
2024.06.17	96432.09	96647.66	96337.75	96433.06	86400	0	42
2024.06.18	96433.03	97041.86	96379.98	96972.55	86399	0	42
2024.06.19	96972.52	97087.96	96607.11	96791.69	86400	0	42
2024.06.20	96791.66	97384.82	96643.51	97345.79	86399	0	42
2024.06.21	97345.76	97718.19	97225.91	97716.99	86201	0	42
2024.06.22	97716.96	97720.44	97307.30	97307.30	86400	0	42
2024.06.23	97307.27	97369.77	97008.13	97130.07	86196	0	42
2024.06.24	97130.04	97287.53	96933.02	97199.43	86400	0	42
2024.06.25	97199.40	97698.28	97181.71	97686.34	86400	0	42
2024.06.26	97686.31	97711.01	97114.07	97122.63	86399	0	42
2024.06.27	97122.60	97494.05	97107.68	97275.59	86400	0	42
2024.06.28	97275.56	97698.01	97241.83	97547.76	86399	0	42
2024.06.29	97547.73	97598.65	97305.70	97421.87	86363	0	42
2024.06.30	97421.84	97635.13	97302.58	97392.02	86329	0	42
2024.07.01	97391.99	97398.15	96982.78	97029.12	86400	0	42
2024.07.02	97029.09	97074.27	96717.61	96885.94	86400	0	42
2024.07.03	96885.91	97203.82	96708.85	96725.68	86372	0	42
2024.07.04	96725.65	96909.05	96467.18	96467.18	86360	0	42
2024.07.05	96467.15	96627.26	96319.06	96621.26	86399	0	42
2024.07.06	96621.23	96737.04	96444.46	96478.94	86400	0	42
2024.07.07	96478.91	96948.30	96355.18	96841.69	86399	0	42
2024.07.08	96841.66	97193.02	96690.48	97176.91	86399	0	42
2024.07.09	97176.88	97362.21	97108.97	97283.75	86400	0	42
2024.07.10	97283.72	97472.04	97147.25	97397.20	86399	0	42
2024.07.11	97397.17	97672.44	97296.53	97571.04	86400	0	42
2024.07.12	97571.01	97673.07	97288.03	97533.27	86399	0	42
2024.07.13	97533.24	97540.31	97147.63	97371.64	86383	0	42
2024.07.14	97371.61	97993.58	97283.01	97956.75	86335	0	42
2024.07.15	97956.72	98436.01	97797.78	98395.53	86400	0	42
2024.07.16	98395.50	98546.95	98271.26	98393.74	86251	0	42
2024.07.17	98393.71	98425.79	97910.16	98072.91	86336	0	42
2024.07.18	98072.88	98189.66	97920.50	98152.85	86311	0	42
2024.07.19	98152.82	98235.81	97948.55	98140.66	86399	0	42
2024.07.20	98140.63	98365.47	97856.74	98332.84	86400	0	42
2024.07.21	98332.81	98611.19	98304.39	98546.90	86255	0	42
2024.07.22	98546.87	98772.13	98391.59	98572.32	86399	0	42
2024.07.23	98572.29	98638.53	98285.93	98411.14	86397	0	42
2024.07.24	98411.11	98483.49	98003.64	98098.61	86399	0	42
2024.07.25	98098.58	98170.87	97932.51	98011.40	86400	0	42
2024.07.26	98011.37	98325.44	97966.61	98073.23	86399	0	42
2024.07.27	98073.20	98470.46	97924.39	98457.95	86400	0	42
2024.07.28	98457.92	98631.54	98291.37	98552.83	86336	0	42
2024.07.29	98552.80	98659.75	98359.25	98403.62	86399	0	42
2024.07.30	98403.59	98551.35	98140.16	98147.19	86400	0	42
2024.07.31	98147.16	98147.44	97619.77	97732.04	86399	0	42
2024.08.01	97732.01	97907.84	97297.85	97303.27	86301	0	42
2024.08.02	97303.24	97325.06	97078.12	97262.51	86399	0	42
2024.08.03	97262.48	97424.67	96968.43	97115.79	85581	0	42
2024.08.04	97115.76	97171.81	96743.23	96758.55	86167	0	42
2024.08.05	96758.52	96800.98	96441.93	96441.93	86399	0	42
2024.08.06	96441.90	96665.42	96211.81	96375.15	86400	0	42
2024.08.07	96375.12	96437.53	96093.78	96330.85	86399	0	42
2024.08.08	96330.82	96330.82	95675.94	95675.94	86400	0	42
2024.08.09	95675.91	95710.24	95460.33	95582.99	86399	0	42
2024.08.10	95582.96	95926.01	95470.31	95856.35	86400	0	42
2024.08.11	95856.32	96094.16	95834.23	95936.58	86399	0	42
2024.08.12	95936.55	95995.79	95565.24	95565.24	86399	0	42
2024.08.13	95565.21	95565.21	95098.53	95098.53	86400	0	42
2024.08.14	95098.50	95127.06	94673.58	94841.07	86399	0	42
2024.08.15	94841.04	95051.36	94764.96	94961.41	86400	0	42
2024.08.16	94961.38	94961.38	94333.50	94717.74	86399	0	42
2024.08.17	94717.71	94783.58	94487.12	94499.05	86400	0	42
2024.08.18	94499.02	94863.96	94378.35	94855.48	86253	0	42
2024.08.19	94855.45	95162.49	94850.92	95090.25	86354	0	42
2024.08.20	95090.22	95166.01	94772.32	94811.15	86400	0	42
2024.08.21	94811.12	94925.31	94474.09	94608.44	86399	0	42
2024.08.22	94608.41	94962.80	94583.92	94840.04	86400	0	42
2024.08.23	94840.01	95178.57	94719.61	95178.33	86399	0	42
2024.08.24	95178.30	95641.03	95020.50	95624.17	86400	0	42
2024.08.25	95624.14	96377.53	95598.73	96368.35	86336	0	42
2024.08.26	96368.32	96789.56	96343.80	96479.93	86399	0	42
2024.08.27	96479.90	96490.03	96061.06	96077.97	86400	0	42
2024.08.28	96077.94	96541.75	95996.32	96344.04	86399	0	42
2024.08.29	96344.01	96422.65	96110.12	96160.11	86400	0	42
2024.08.30	96160.08	96460.96	96154.47	96161.13	86399	0	42
2024.08.31	96186.58	96394.89	96129.96	96251.05	86400	0	42
2024.09.01	96251.02	96292.18	95947.38	96176.41	85891	0	42
2024.09.02	96176.38	96270.90	95894.05	95918.06	86400	0	42
2024.09.03	95918.03	96452.46	95864.80	96247.56	86400	0	42
2024.09.04	96247.53	96471.88	96064.46	96446.39	86399	0	42
2024.09.05	96446.36	96452.39	95933.65	95977.81	86399	0	42
2024.09.06	95977.78	96152.73	95880.51	96022.69	86400	0	42
2024.09.07	96022.66	96087.12	95693.60	95796.94	86400	0	42
2024.09.08	95796.91	95866.99	95492.21	95538.59	86398	0	42
2024.09.09	95538.56	95561.12	95013.79	95013.79	86400	0	42
2024.09.10	95013.76	95087.44	94684.68	94777.11	86400	0	42
2024.09.11	94777.08	94927.06	94626.78	94917.88	86326	0	42
2024.09.12	94917.85	95167.29	94793.65	94855.61	86400	0	42
2024.09.13	94855.58	94870.75	94597.11	94719.80	86399	0	42
2024.09.14	94719.77	95052.66	94611.87	94884.37	86400	0	42
2024.09.15	94884.34	95016.99	94675.74	94888.44	86250	0	42
2024.09.16	94888.41	95205.47	94833.64	95114.31	86399	0	42
2024.09.17	95114.28	95732.22	95026.59	95691.76	86400	0	42
2024.09.18	95691.73	95741.67	95530.24	95630.80	77656	0	42
2024.09.19	95630.77	95728.21	95369.11	95715.59	86399	0	42
2024.09.20	95715.56	95731.51	95202.02	95202.02	86397	0	42
2024.09.21	95201.99	95388.24	94965.84	95025.27	86399	0	42
2024.09.22	95025.24	95499.78	95022.66	95212.68	86128	0	42
2024.09.23	95212.65	95357.34	94756.69	94756.69	86395	0	42
2024.09.24	94756.66	94995.12	94622.98	94724.95	86390	0	42
2024.09.25	94724.92	94724.92	94058.78	94218.51	86369	0	42
2024.09.26	94218.48	94629.68	94214.37	94529.71	86399	0	42
2024.09.27	94529.68	94590.98	94018.58	94079.29	86399	0	42
2024.09.28	94079.26	94159.05	93807.40	93888.53	86399	0	42
2024.09.29	93888.50	94069.76	93776.02	93911.07	86059	0	42
2024.09.30	93911.04	94067.11	93765.04	93783.91	86399	0	42
2024.10.01	93783.88	94144.94	93722.97	94104.77	86399	0	42
2024.10.02	94104.74	94238.57	93837.47	94171.68	86399	0	42
2024.10.03	94171.65	94200.61	93713.75	93921.04	86252	0	42
2024.10.04	93921.01	94135.30	93837.93	94066.43	86399	0	42
2024.10.05	94066.40	94122.57	93562.04	93709.11	86399	0	42
2024.10.06	93709.08	93796.46	93500.21	93679.11	86398	0	42
2024.10.07	93679.08	93886.96	93575.30	93815.12	86399	0	42
2024.10.08	93815.09	93937.74	93673.78	93797.42	86399	0	42
2024.10.09	93797.39	94137.33	93638.88	94063.34	86399	0	42
2024.10.10	94063.31	94234.76	93869.40	94088.16	86399	0	42
2024.10.11	94088.13	94149.00	93516.52	93604.56	86399	0	42
2024.10.12	93604.53	93952.02	93586.85	93688.76	86399	0	42
2024.10.13	93688.73	93712.72	93296.34	93358.84	86256	0	42
2024.10.14	93358.81	93476.31	93161.16	93463.70	86398	0	42
2024.10.15	93463.67	93678.54	93008.38	93100.73	86400	0	42
2024.10.16	93100.70	93339.52	93039.68	93182.90	86398	0	42
2024.10.17	93182.87	93182.87	92819.61	92921.43	86399	0	42
2024.10.18	92921.40	93163.38	92878.88	93063.37	86399	0	42
2024.10.19	93063.34	93324.98	92968.06	93269.35	82621	0	42
2024.10.20	93269.32	93640.20	93255.40	93472.12	86212	0	42
2024.10.21	93472.09	93720.59	93403.42	93447.00	86393	0	42
2024.10.22	93446.97	93566.64	93082.68	93171.87	86400	0	42
2024.10.23	93171.84	93262.87	92824.64	92862.74	86399	0	42
2024.10.24	92862.71	93071.24	92779.97	93033.31	86401	0	42
2024.10.25	93033.28	93226.69	92805.04	93180.24	86397	0	42
2024.10.26	93180.21	93790.34	93090.89	93679.33	86397	0	42
2024.10.27	93679.30	93948.65	93561.09	93664.39	79990	0	42
2024.10.28	93664.36	93754.94	93332.25	93454.60	86400	0	42
2024.10.29	93454.57	93724.14	93394.08	93435.58	86401	0	42
2024.10.30	93435.55	93703.02	93391.96	93635.61	86400	0	42
2024.10.31	93635.58	93719.03	93456.28	93615.86	86400	0	42
2024.11.01	93615.83	93907.26	93299.79	93596.16	86401	0	42
2024.11.02	93596.13	94102.63	93511.22	94014.01	86331	0	42
2024.11.03	94013.98	94034.47	93455.89	93497.07	86281	0	42
2024.11.04	93497.04	93948.03	93431.24	93808.45	84389	0	42
2024.11.05	93808.42	94157.62	93542.96	94121.07	86400	0	42
2024.11.06	94121.04	94156.26	93727.77	93875.48	86401	0	42
2024.11.07	93875.45	94052.88	93526.77	93526.77	86400	0	42
2024.11.08	93526.74	93728.77	93336.96	93423.00	86400	0	42
2024.11.09	93422.97	93800.56	93413.67	93612.14	86302	0	42
2024.11.10	93612.11	93775.98	93474.97	93656.83	86255	0	42
2024.11.11	93656.80	93788.05	93444.97	93513.64	86398	0	42
2024.11.12	93513.61	93865.92	93504.21	93665.51	86401	0	42
2024.11.13	93665.48	94020.39	93658.01	93963.05	86400	0	42
2024.11.14	93963.02	94298.93	93944.88	94014.42	86400	0	42
2024.11.15	94014.39	94353.72	94010.67	94266.76	86401	0	42
2024.11.16	94266.73	94454.85	94117.16	94163.55	86400	0	42
2024.11.17	94163.52	94220.62	93486.56	93522.89	86328	0	42
2024.11.18	93522.86	93770.74	93373.40	93442.82	86399	0	42
2024.11.19	93442.79	93478.70	92861.55	92861.55	86400	0	42
2024.11.20	92861.52	93224.25	92854.68	93194.10	86400	0	42
2024.11.21	93194.07	93255.78	92977.98	92990.66	86401	0	42
2024.11.22	92990.63	93167.63	92742.99	92830.00	86392	0	42
2024.11.23	92829.97	92833.30	92373.41	92531.27	86400	0	42
2024.11.24	92531.24	93200.20	92370.46	93144.00	86328	0	42
2024.11.25	93143.97	93317.37	92918.18	92976.64	86237	0	42
2024.11.26	92976.61	93323.60	92881.57	93241.78	86400	0	42
2024.11.27	93241.75	93510.59	93115.92	93166.07	86401	0	42
2024.11.28	93166.04	93582.64	93046.09	93475.35	86400	0	42
2024.11.29	93475.32	93930.68	93441.90	93895.15	86400	0	42
2024.11.30	93895.12	94094.71	93758.22	94002.32	86374	0	42
2024.12.01	94002.29	94075.60	93705.16	93816.68	86400	0	42
2024.12.02	93816.65	94195.68	93816.50	94039.24	86394	0	42
2024.12.03	94039.21	94163.60	93896.17	93992.37	86400	0	42
2024.12.04	93992.34	94023.01	93772.38	93895.86	86400	0	42
2024.12.05	93895.83	94109.12	93756.67	94057.95	86401	0	42
2024.12.06	94057.92	94681.16	94053.72	94454.73	86400	0	42
2024.12.07	94454.70	94495.89	94018.91	94127.36	86400	0	42
2024.12.08	94127.33	94302.48	93935.94	94241.56	86255	0	42
2024.12.09	94241.53	94610.91	94235.05	94371.07	86398	0	42
2024.12.10	94371.04	94623.04	94074.19	94601.67	86316	0	42
2024.12.11	94601.64	94794.95	94525.00	94591.01	86400	0	42
2024.12.12	94590.98	95254.63	94565.69	95195.22	86401	0	42
2024.12.13	95195.19	95358.06	94803.55	94906.81	86400	0	42
2024.12.14	94906.78	95045.53	94614.84	94634.24	86400	0	42
2024.12.15	94634.21	94836.25	94360.48	94807.04	86261	0	42
2024.12.16	94807.01	94923.61	94675.51	94884.60	86395	0	42
2024.12.17	94884.57	94902.49	94678.62	94736.93	86400	0	42
2024.12.18	94736.90	95048.82	94699.13	94810.61	86401	0	42
2024.12.19	94810.58	95402.41	94780.67	95275.71	86400	0	42
2024.12.20	95275.68	95694.46	95187.52	95635.72	86400	0	42
2024.12.21	95635.69	95767.63	95230.07	95362.10	86401	0	42
2024.12.22	95362.07	95703.40	95316.65	95550.16	86335	0	42
2024.12.23	95550.13	95671.35	95248.48	95275.81	86400	0	42
2024.12.24	95275.78	95385.53	94949.55	94972.31	86400	0	42
2024.12.25	94972.28	95345.16	94970.27	95181.99	86282	0	42
2024.12.26	95181.96	95211.40	94748.11	94748.11	86400	0	42
2024.12.27	94748.08	94803.65	94395.46	94406.57	86400	0	42
2024.12.28	94406.54	94567.21	94207.55	94450.22	86401	0	42
2024.12.29	94450.19	94577.13	93999.68	94082.84	86335	0	42
2024.12.30	94082.81	94117.70	93857.81	94057.08	86187	0	42
2024.12.31	94057.05	94292.33	93898.09	94178.93	86400	0	42
2025.01.01	94178.90	94181.18	93778.92	94052.11	86281	0	42
2025.01.02	94052.08	94134.44	93724.16	94060.86	86400	0	42
2025.01.03	94060.83	94114.22	93835.14	94053.68	86400	0	42
2025.01.04	94053.65	94379.32	93809.82	94331.23	86401	0	42
2025.01.05	94331.20	94442.68	93774.98	93850.99	86217	0	42
2025.01.06	93850.96	94133.51	93737.23	93858.68	86316	0	42
2025.01.07	93858.65	94227.27	93636.77	94208.88	86401	0	42
2025.01.08	94208.85	94259.31	93934.00	94080.56	86400	0	42
2025.01.09	94080.53	94235.43	93819.36	94183.78	86400	0	42
2025.01.10	94183.75	94576.50	93984.68	94315.91	86401	0	42
2025.01.11	94315.88	94359.01	94049.87	94341.83	86400	0	42
2025.01.12	94341.80	94558.07	94304.57	94374.09	86186	0	42
2025.01.13	94374.06	94696.57	94297.36	94677.28	86396	0	42
2025.01.14	94677.25	94941.62	94519.65	94846.21	86401	0	42
2025.01.15	94846.18	94902.54	94538.82	94696.52	86400	0	42
2025.01.16	94696.49	94696.56	94414.61	94496.48	86400	0	42
2025.01.17	94496.45	94663.85	94320.77	94658.00	86399	0	42
2025.01.18	94657.97	94755.85	94392.27	94484.22	86356	0	42
2025.01.19	94484.19	94623.19	94318.30	94575.31	86335	0	42
2025.01.20	94575.28	94618.50	93965.02	94020.40	86289	0	42
2025.01.21	94020.37	94154.28	93810.08	93810.08	86401	0	42
2025.01.22	93810.05	93892.05	93473.53	93473.53	86400	0	42
2025.01.23	93473.50	93651.03	93412.87	93442.16	86400	0	42
2025.01.24	93442.13	94009.40	93270.21	94008.95	86401	0	42
2025.01.25	94008.92	94229.99	93960.56	94170.17	86381	0	42
2025.01.26	94170.14	94712.03	94118.66	94662.93	86335	0	42
2025.01.27	94662.90	94848.08	94543.59	94554.14	86226	0	42
2025.01.28	94554.11	94647.49	94331.41	94467.01	86337	0	42
2025.01.29	94466.98	94778.38	94387.60	94479.90	86400	0	42
2025.01.30	94479.87	94588.19	93973.96	94066.49	86400	0	42
2025.01.31	94066.46	94196.75	93704.62	93829.91	86401	0	42
2025.02.01	93829.88	93844.16	93522.76	93522.76	85766	0	42
2025.02.02	93522.73	93732.67	93320.64	93506.71	86334	0	42
2025.02.03	93506.68	93661.08	93434.18	93583.53	86400	0	42
2025.02.04	93583.50	93836.01	93407.52	93412.96	86401	0	42
2025.02.05	93412.93	93570.76	93089.60	93105.41	86400	0	42
2025.02.06	93105.38	93300.29	93035.66	93199.72	86400	0	42
2025.02.07	93199.69	93314.45	93039.25	93191.61	86400	0	42
2025.02.08	93191.58	93338.22	92958.77	92964.61	86401	0	42
2025.02.09	92964.58	93218.80	92951.06	93108.15	86207	0	42
2025.02.10	93108.12	93313.19	93026.36	93190.70	86401	0	42
2025.02.11	93190.67	93508.09	93065.90	93374.78	86400	0	42
